first name,email id,quantity,events,attendee status,college name,how did you come to know about this event?,designation,year of graduation,city,cgpa,experience with python (months),family income,expected salary (lac),leadership- skills,family_income_calculated
dinkar,dinkar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Amreli,7.2,5,0-2 Lakh,8,no,2
subodh,subodh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2024,Morbi,9.3,6,0-2 Lakh,19,yes,2
sunil,sunil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Dehri,6.9,6,0-2 Lakh,21,no,2
sandeep,sandeep@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2023,Aurangabad,8.4,5,0-2 Lakh,17,yes,2
komal,komal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2025,Bhandara,6.7,8,0-2 Lakh,18,no,2
jadhav,jadhav@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Buldhana,7.9,5,0-2 Lakh,8,no,2
narayan,narayan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2023,Jalgaon,7.6,5,0-2 Lakh,8,yes,2
pallavi,pallavi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2025,Thane,6.4,5,0-2 Lakh,9,no ,2
kundan,kundan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,ap shah institute of technology ,Whatsapp,Students,2024,Pali,8.7,8,0-2 Lakh,9,yes,2
namdeo,namdeo@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2025,Sikar,9.1,3,0-2 Lakh,20,no,2
subhash,subhash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Jaipur,9.2,8,0-2 Lakh,22,no,2
vilas,vilas@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2025,Pali,7.3,6,0-2 Lakh,12,no ,2
kailas,kailas@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2024,Sikar,7.4,5,0-2 Lakh,20,no ,2
dattatray,dattatray@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2024,Darbhanga,9.7,8,0-2 Lakh,16,no,2
nilesh,nilesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,Whatsapp,Students,2023,Muzaffarpur,7.1,6,0-2 Lakh,9,yes,2
rathod,rathod@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2024,Siwan,9.1,6,0-2 Lakh,24,no ,2
patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2025,Chandigarh,9.5,6,0-2 Lakh,17,yes,2
adhvika.v,adhvika.v@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"s.i.e.s. graduate school of technology, nerul, navi mumbai",Whatsapp,Students,2026,Durg,8.2,5,0-2 Lakh,8,no,2
prajapati,prajapati@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2025,Raipur,6.5,3,0-2 Lakh,9,no,2
santhana,santhana@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Diu,9.1,5,0-2 Lakh,7,no,2
kenil,kenil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Delhi,7.4,3,0-2 Lakh,21,no,2
anghan,anghan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2025,Panji,8.6,3,0-2 Lakh,24,no,2
rupapara,rupapara@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2024,Madgaon,9.2,5,0-2 Lakh,8,yes,2
garala,garala@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2026,Ahemdabad,7.8,5,0-2 Lakh,19,yes,2
aarav,aarav@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Amreli,7.9,5,0-2 Lakh,21,no ,2
harshil,harshil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Dwarka,9.9,3,0-2 Lakh,17,no ,2
kalkani,kalkani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2025,Jamnagar,9.5,6,0-2 Lakh,14,yes,2
sawan,sawan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Kheda,9.6,5,0-2 Lakh,8,no,2
akshita,akshita@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2024,Nadiad,6.2,5,0-2 Lakh,8,yes,2
dharti,dharti@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2023,Navsari,9.1,6,0-2 Lakh,15,no,2
sujal,sujal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Rajkot,9.5,6,0-2 Lakh,18,no,2
vasava,vasava@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2025,Valsad,8.4,5,0-2 Lakh,5,no,2
ajinkya,ajinkya@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2024,Bikaner,9.9,5,0-2 Lakh,6,yes,2
patel neel,patelneel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Jaipur,6.6,8,0-2 Lakh,6,yes,2
bhavani,bhavani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2026,Jalor,6.7,3,0-2 Lakh,7,no ,2
patel,patel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Jhalwar,7.6,5,0-2 Lakh,7,no ,2
rony,rony@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2023,Jodhpur,8.3,3,0-2 Lakh,8,yes,2
darji,darji@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2025,Pali,8.9,3,0-2 Lakh,6,no,2
rohith,rohith@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2024,Amreli,8.5,3,0-2 Lakh,20,yes,2
bhuvanagiri,bhuvanagiri@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Dwarka,8.8,6,0-2 Lakh,5,no,2
venkata,venkata@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2026,Sirsa,7.9,8,0-2 Lakh,7,no,2
krunal nimesh,krunalnimesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Chamba,8.3,5,0-2 Lakh,5,no,2
dhyey,dhyey@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2024,kullu,7.7,6,0-2 Lakh,13,yes,2
adityakumar,adityakumar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,Whatsapp,Students,2023,Mandi,9.9,8,0-2 Lakh,15,no ,2
shreyash,shreyash@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2026,Una,7.9,5,0-2 Lakh,12,yes,2
neel,neel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,Whatsapp,Students,2025,Baramula,7.4,8,0-2 Lakh,20,no,2
prathmesh,prathmesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Doda,9.2,5,0-2 Lakh,20,no,2
rathod,rathod@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Jammu,8.7,8,0-2 Lakh,16,yes,2
dharmin,dharmin@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Ballari,7.5,8,0-2 Lakh,6,yes,2
dev,dev@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,Whatsapp,Students,2024,Bengaluru,6.5,3,0-2 Lakh,8,yes,2
ritik,ritik@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2025,Hasan,7.6,3,0-2 Lakh,21,yes,2
heetkumar,heetkumar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Mysuru,7.3,3,0-2 Lakh,9,no,2
pal,pal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2024,Kollam,8.7,8,0-2 Lakh,5,no,2
sonani,sonani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Thrissur,6.7,5,0-2 Lakh,8,yes,2
ashlesha,ashlesha@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"b. k. birla college of arts, science & commerce (autonomous), kalyan",Whatsapp,Students,2023,Bhopal,9.0,6,0-2 Lakh,19,no,2
bijay,bijay@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2024,Dhar,7.2,3,0-2 Lakh,18,no,2
zainab,zainab@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2025,Indore,8.5,5,0-2 Lakh,23,no,2
ramani,ramani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2025,Guna,6.5,3,0-2 Lakh,5,no,2
nil,nil@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2023,Gwalior,6.6,8,0-2 Lakh,8,no,2
kaushani,kaushani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2024,Narwar,9.5,6,0-2 Lakh,20,yes,2
dnyaneshwar,dnyaneshwar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2023,Orchha,8.1,5,0-2 Lakh,9,yes,2
yukta,yukta@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"symbiosis institute of technology, pune",Whatsapp,Students,2024,Sagar,9.7,3,0-2 Lakh,17,no ,2
prem,prem@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2026,Satna,9.3,8,0-2 Lakh,30,no ,2
sejal,sejal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Ujjain,9.1,5,0-2 Lakh,11,yes,2
c,c@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2025,Vidisha,7.6,8,0-2 Lakh,15,yes,2
bedanga,bedanga@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Akola,7.8,8,0-2 Lakh,19,no,2
aswini,aswini@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2024,Aurangabad,7.9,8,0-2 Lakh,18,no,2
allen,allen@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"mit academy of engineering ,alandi",Whatsapp,Students,2024,Bhandara,8.5,5,0-2 Lakh,12,no,2
harshini,harshini@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Bhsawal,8.7,5,0-2 Lakh,23,yes,2
sourabh,sourabh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2026,Buldhana,9.4,8,0-2 Lakh,25,no,2
nihar,nihar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Dhule,8.6,8,0-2 Lakh,7,no,2
jayshree,jayshree@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"thakur institute of management studies, career development & research - [timscdr]",Whatsapp,Students,2025,Jalgaon,8.5,8,0-2 Lakh,13,no,2
oad,oad@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2024,Thane,7.7,8,0-2 Lakh,25,yes,2
rakhi,rakhi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Navi Mumbai,7.5,6,0-2 Lakh,22,yes,2
sudheer chandra,sudheerchandra@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,silicon institute of technology,Whatsapp,Students,2025,Nagpur,7.6,8,0-2 Lakh,9,no ,2
mugdal,mugdal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2023,Nanded,7.3,3,0-2 Lakh,20,yes,2
ch.manikantareddy,ch.manikantareddy@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,don bosco college of engineering fatorda goa,Whatsapp,Students,2025,Kolhapur,7.3,8,0-2 Lakh,15,yes,2
bujunuru sai,bujunurusai@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Karli,9.4,3,0-2 Lakh,17,no,2
chinni,chinni@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,Whatsapp,Students,2026,Matheran,6.6,8,0-2 Lakh,19,no,2
indrasenareddy,indrasenareddy@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2024,Nashik,6.6,5,0-2 Lakh,13,no,2
piyush,piyush@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Pune,8.5,6,0-2 Lakh,11,yes,2
surya,surya@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2023,Solapur,7.7,6,0-2 Lakh,12,no,2
adarsh,adarsh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Satara,8.1,3,0-2 Lakh,10,no,2
aditi,aditi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2025,Sangli,7.9,8,0-2 Lakh,10,no,2
yekanthavasan,yekanthavasan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2024,Sangola,7.1,6,0-2 Lakh,10,no,2
prajapat,prajapat@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,g h raisoni institut of engineering and technology pune,Whatsapp,Students,2026,Wardha,8.3,5,0-2 Lakh,15,no,2
tadhani,tadhani@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,government polytechnic gandhinagar,Whatsapp,Students,2023,Ulhasnagar,7.7,8,0-2 Lakh,12,yes,2
darshan,darshan@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vishwakarma institute of technology, pune",Whatsapp,Students,2023,Shillong,6.5,8,0-2 Lakh,21,no ,2
aghera,aghera@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"kle society's college of bca, rls institute, belagavi",Whatsapp,Students,2024,Puri,9.4,5,0-2 Lakh,9,no ,2
md.,md.@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"priyadarshini college of engineering, nagpur ",Whatsapp,Students,2025,konark,6.8,3,0-2 Lakh,9,yes,2
zeel,zeel@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st.francis institute of technology,Whatsapp,Students,2023,Cuttack,6.7,6,0-2 Lakh,8,yes,2
miroliya,miroliya@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,new horizon institute of technology and management ,Whatsapp,Students,2025,Baleshwar,7.9,5,0-2 Lakh,7,no,2
samruddhi,samruddhi@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,late g. n. sapkal college of engineering,Whatsapp,Students,2026,Mahe,9.3,6,0-2 Lakh,21,no,2
rana,rana@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2023,Sangrur,8.3,5,0-2 Lakh,21,no,2
hrishikesh,hrishikesh@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"ld college of engineering, ahmedabad, gujarat ",Whatsapp,Students,2025,Amer,8.1,6,0-2 Lakh,7,no,2
bhumik,bhumik@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,a. c. patil college of engineering,Whatsapp,Students,2024,Jaipur,7.5,6,0-2 Lakh,13,yes,2
preksha,preksha@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,wilson college ,Whatsapp,Students,2024,Jalor,7.9,3,0-2 Lakh,24,yes,2
gangineni venkata,ganginenivenkata@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,dkte society's textile and engineering institute ichalkaranji,Whatsapp,Students,2023,Jodhpur,9.6,5,0-2 Lakh,11,no ,2
lukman,lukman@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,lokmanya tilak college of engineering koparkhairane navi mumbai,Whatsapp,Students,2025,Pali,7.3,8,0-2 Lakh,8,yes,2
anjana,anjana@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2023,Gangtok,7.6,3,0-2 Lakh,8,no,2
gajrotar,gajrotar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,chhattisgarh swami vivekananda technical university teaching department bhilai,Whatsapp,Students,2026,Hyderbad,8.0,6,0-2 Lakh,7,no,2
nihal,nihal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,adhiyamaan college of engineering,Whatsapp,Students,2023,Agartala,9.1,3,0-2 Lakh,21,no,2
jaykumar,jaykumar@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,pillai college of engineering new panvel,Whatsapp,Students,2024,Aligarh,7.1,8,0-2 Lakh,24,no,2
vipul,vipul@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,st xavier's college ,Whatsapp,Students,2023,Gonda,7.1,5,0-2 Lakh,8,no,2
jaiswal,jaiswal@xyz.com,1,Talk on Skill and Employability Enhancement,Attending,"vidyalankar institute of technology, mumbai",Whatsapp,Students,2025,Ghazipur,9.5,6,7 Lakh+,19,no,7
